"학구ID",학구명,학구분류,시도코드,시군구코드,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,공간객체ID,데이터기준일자
Z000103193,대곡초통학구역,0,42,720,7800000,강원도교육청,7881000,강원도홍천교육지원청,2016-08-12,2016-08-12,535953,2021-03-25
Z000103097,옥계초통학구역,0,42,150,7800000,강원도교육청,7831000,강원도강릉교육지원청,2016-08-12,2016-08-12,535954,2021-03-25
Z000103950,운곡초통학구역,0,44,790,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2016-08-12,2016-08-12,535955,2021-03-25
Z000103119,북평초통학구역,0,42,170,7800000,강원도교육청,7841000,강원도동해교육지원청,2016-08-12,2018-10-11,535956,2021-03-25
Z000102605,마지초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2016-08-12,535957,2021-03-25
Z000102611,삼성초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2018-08-23,535958,2021-03-25
Z000103073,흥양초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535959,2021-03-25
Z000103953,청남초통학구역,0,44,790,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2016-08-12,2016-08-12,535960,2021-03-25
Z000103056,소초초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535961,2021-03-25
Z000105444,월송초통학구역,0,47,930,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2016-08-12,2016-08-12,535896,2021-03-25
Z000103068,태봉초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535897,2021-03-25
Z000102362,도장초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,535898,2021-03-25
Z000105301,금성초통학구역,0,47,730,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2016-08-12,2016-08-12,535899,2021-03-25
Z000105322,파천초통학구역,0,47,750,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2016-08-12,2016-08-12,535900,2021-03-25
Z000105344,금천초통학구역,0,47,820,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2016-08-12,2018-03-06,535901,2021-03-25
Z000105347,동산초통학구역,0,47,820,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2016-08-12,2016-08-12,535902,2021-03-25
Z000105226,은척초무릉분교장통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,535903,2021-03-25
Z000101575,대전둔천초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535904,2021-03-25
Z000101531,대전판암초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,535905,2021-03-25
Z000105315,춘산초통학구역,0,47,730,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2016-08-12,2016-08-12,535906,2021-03-25
Z000105320,진보초통학구역,0,47,750,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2016-08-12,2016-08-12,535907,2021-03-25
Z000104969,신흥초통학구역,0,47,111,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2018-09-05,535908,2021-03-25
Z000103218,화계초대룡분교장통학구역,0,42,720,7800000,강원도교육청,7881000,강원도홍천교육지원청,2016-08-12,2016-08-12,535909,2021-03-25
Z000101771,서평초통학구역,0,41,113,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,535910,2021-03-25
Z000101832,효동초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,535911,2021-03-25
Z000102807,고기초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2016-08-12,535912,2021-03-25
Z000101478,대전가양초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,535913,2021-03-25
Z000105380,관호초통학구역,0,47,850,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2016-08-12,2016-08-12,535914,2021-03-25
Z000103042,매지초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535915,2021-03-25
Z000150092,대전노은초대전수정초공동통학구역,1,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535916,2021-03-25
Z000105131,구평초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2016-08-12,535917,2021-03-25
Z000105074,봉계초통학구역,0,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2016-08-12,2016-08-12,535918,2021-03-25
Z000105032,신라초통학구역,0,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2016-08-12,535919,2021-03-25
Z000101583,대전봉명초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535920,2021-03-25
Z000105011,감포초통학구역,0,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2016-08-12,535921,2021-03-25
Z000103104,정동초통학구역,0,42,150,7800000,강원도교육청,7831000,강원도강릉교육지원청,2016-08-12,2016-08-12,535922,2021-03-25
Z000102350,군포양정초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,535923,2021-03-25
Z000104979,인덕초통학구역,0,47,111,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,535924,2021-03-25
Z000150088,구즉초대전송강초공동통학구역,1,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535925,2021-03-25
Z000101576,대전만년초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535926,2021-03-25
Z000104977,유강초통학구역,0,47,111,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,535927,2021-03-25
Z000104970,양포초통학구역,0,47,111,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,535928,2021-03-25
Z000105085,지례초통학구역,0,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2016-08-12,2016-08-12,535929,2021-03-25
Z000105114,월곡초통학구역,0,47,170,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2016-08-12,2016-08-12,535930,2021-03-25
Z000106090,늘봄초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2016-08-12,535931,2021-03-25
Z000103071,호저초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535932,2021-03-25
Z000102000,부원초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,535933,2021-03-25
Z000103065,중앙초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535934,2021-03-25
Z000105390,숭산초통학구역,0,47,850,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2016-08-12,2016-08-12,535935,2021-03-25
Z000105401,감천초통학구역,0,47,900,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2016-08-12,2016-08-12,535936,2021-03-25
Z000104971,양학초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,535937,2021-03-25
Z000105039,연안초통학구역,0,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2016-08-12,535938,2021-03-25
Z000105235,화령초통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,535939,2021-03-25
Z000105310,의성남부초통학구역,0,47,730,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2016-08-12,2016-08-12,535940,2021-03-25
Z000105266,남성초통학구역,0,47,290,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2016-08-12,2016-08-12,535941,2021-03-25
Z000105304,단촌초통학구역,0,47,730,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2016-08-12,2016-08-12,535942,2021-03-25
Z000105360,쌍림초통학구역,0,47,830,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2016-08-12,2016-08-12,535943,2021-03-25
Z000105364,가천초통학구역,0,47,840,8750000,경상북도교육청,8931000,경상북도성주교육지원청,2016-08-12,2018-03-07,535944,2021-03-25
Z000105373,수륜초통학구역,0,47,840,8750000,경상북도교육청,8931000,경상북도성주교육지원청,2016-08-12,2016-08-12,535945,2021-03-25
Z000150155,고양백석초금계초공동통학구역,1,41,285,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,535946,2021-03-25
Z000103063,일산초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535947,2021-03-25
Z000103012,소양초통학구역,0,42,110,7800000,강원도교육청,7811000,강원도춘천교육지원청,2016-08-12,2017-12-08,535948,2021-03-25
Z000102754,개군초통학구역,0,41,830,7530000,경기도교육청,7731000,경기도양평교육지원청,2016-08-12,2016-08-12,535949,2021-03-25
Z000105137,도봉초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2016-08-12,535950,2021-03-25
Z000101489,대전동광초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,535951,2021-03-25
Z000103177,신동초통학구역,0,42,230,7800000,강원도교육청,7871000,강원도삼척교육지원청,2016-08-12,2016-08-12,535952,2021-03-25
Z000102406,내양초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,535878,2021-03-25
Z000102372,왕곡초통학구역,0,41,430,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,535879,2021-03-25
Z000105236,화북초용화분교장통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,535880,2021-03-25
Z000101567,대전느리울초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535881,2021-03-25
Z000105399,지천초통학구역,0,47,850,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2016-08-12,2016-08-12,535882,2021-03-25
Z000103312,봉오초통학구역,0,42,790,7800000,강원도교육청,7941000,강원도화천교육지원청,2016-08-12,2016-08-12,535883,2021-03-25
Z000103007,상천초통학구역,0,42,110,7800000,강원도교육청,7811000,강원도춘천교육지원청,2016-08-12,2016-08-12,535884,2021-03-25
Z000102993,금병초통학구역,0,42,110,7800000,강원도교육청,7811000,강원도춘천교육지원청,2016-08-12,2016-12-12,535885,2021-03-25
Z000103013,송화초통학구역,0,42,110,7800000,강원도교육청,7811000,강원도춘천교육지원청,2016-08-12,2016-08-12,535886,2021-03-25
Z000103016,오동초통학구역,0,42,110,7800000,강원도교육청,7811000,강원도춘천교육지원청,2016-08-12,2016-08-12,535887,2021-03-25
Z000103854,남일초통학구역,0,44,710,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2016-08-12,2016-08-12,535888,2021-03-25
Z000150216,대호초성산초공동통학구역,1,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,535889,2021-03-25
Z000102802,증포초통학구역,0,41,500,7530000,경기도교육청,7741000,경기도이천교육지원청,2016-08-12,2016-08-12,535890,2021-03-25
Z000102030,상일초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,535891,2021-03-25
Z000102028,상원초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,535892,2021-03-25
Z000101968,안양동초통학구역,0,41,173,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2017-12-08,535893,2021-03-25
Z000101839,구미초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,535894,2021-03-25
Z000101534,대전흥룡초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-10-05,535895,2021-03-25
Z000102090,봉암초통학구역,0,41,250,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2016-08-12,535828,2021-03-25
Z000102600,덕암초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2018-08-23,535829,2021-03-25
Z000102805,한내초통학구역,0,41,500,7530000,경기도교육청,7741000,경기도이천교육지원청,2016-08-12,2016-08-12,535830,2021-03-25
Z000102837,산양초통학구역,0,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2018-03-06,535827,2021-03-25
Z000103323,화천초논미분교장통학구역,0,42,790,7800000,강원도교육청,7941000,강원도화천교육지원청,2016-08-12,2016-08-12,535831,2021-03-25
Z000103040,만대초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2017-02-07,535832,2021-03-25
Z000103215,협신초통학구역,0,42,720,7800000,강원도교육청,7881000,강원도홍천교육지원청,2016-08-12,2016-08-12,535833,2021-03-25
Z000102787,신둔초통학구역,0,41,500,7530000,경기도교육청,7741000,경기도이천교육지원청,2016-08-12,2016-08-12,535834,2021-03-25
Z000101582,대전복수초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535835,2021-03-25
Z000101600,대전신계초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535836,2021-03-25
Z000103161,청호초통학구역,0,42,210,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2016-08-12,2016-08-12,535838,2021-03-25
Z000103021,지촌초통학구역,0,42,110,7800000,강원도교육청,7811000,강원도춘천교육지원청,2016-08-12,2016-08-12,535839,2021-03-25
Z000103103,임곡초통학구역,0,42,150,7800000,강원도교육청,7831000,강원도강릉교육지원청,2016-08-12,2016-08-12,535837,2021-03-25
Z000102927,산평초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2016-08-12,535840,2021-03-25
Z000102879,용인한일초통학구역,0,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2018-03-06,535841,2021-03-25
Z000105117,임하초통학구역,0,47,170,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2016-08-12,2016-08-12,535842,2021-03-25
Z000103053,산현초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535843,2021-03-25
Z000102769,용문초통학구역,0,41,830,7530000,경기도교육청,7731000,경기도양평교육지원청,2016-08-12,2016-08-12,535844,2021-03-25
Z000105147,신기초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2016-08-12,535845,2021-03-25
Z000105279,임당초통학구역,0,47,290,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2016-08-12,2016-08-12,535846,2021-03-25
Z000105162,해마루초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2018-12-20,535847,2021-03-25
Z000103070,학성초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535848,2021-03-25
Z000102868,용인대덕초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2016-08-12,535849,2021-03-25
Z000103176,소달초통학구역,0,42,230,7800000,강원도교육청,7871000,강원도삼척교육지원청,2016-08-12,2016-08-12,535850,2021-03-25
Z000102245,성석초통학구역,0,41,285,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,535851,2021-03-25
Z000102228,덕이초통학구역,0,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,535852,2021-03-25
Z000105109,영가초통학구역,0,47,170,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2016-08-12,2016-08-12,535853,2021-03-25
Z000105142,산동초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2018-04-25,535854,2021-03-25
Z000105122,광평초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2016-08-12,535855,2021-03-25
Z000105089,길안초통학구역,0,47,170,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2016-08-12,2016-08-12,535856,2021-03-25
Z000101617,봉암초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,535857,2021-03-25
Z000104996,포항영흥초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,535858,2021-03-25
Z000102107,은봉초통학구역,0,41,630,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2016-08-12,535859,2021-03-25
Z000105248,산북초창구분교장통학구역,0,47,280,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2016-08-12,2016-08-12,535860,2021-03-25
Z000105087,봉계초태화분교장통학구역,0,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2016-08-12,2018-02-27,535861,2021-03-25
Z000150712,서천초공동통학구역,1,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2018-10-18,535862,2021-03-25
Z000103952,정산초통학구역,0,44,790,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2016-08-12,2016-08-12,535863,2021-03-25
Z000103916,옥산초통학구역,0,44,760,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2016-08-12,2016-08-12,535864,2021-03-25
Z000102438,조안초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,535865,2021-03-25
Z000105135,도개초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2016-08-12,535866,2021-03-25
Z000105251,신기초통학구역,0,47,280,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2016-08-12,2016-08-12,535867,2021-03-25
Z000102857,신갈초통학구역,0,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2016-08-17,535868,2021-03-25
Z000101772,서호초통학구역,0,41,113,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,535870,2021-03-25
Z000102093,삼상초통학구역,0,41,630,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2016-08-12,535871,2021-03-25
Z000103050,부론초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,535872,2021-03-25
Z000102169,안산대월초통학구역,0,41,273,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,535869,2021-03-25
Z000103943,한산초통학구역,0,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2016-08-12,535873,2021-03-25
Z000102057,광명서초통학구역,0,41,210,7530000,경기도교육청,7591000,경기도광명교육지원청,2016-08-12,2016-08-12,535874,2021-03-25
Z000102244,성사초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,535875,2021-03-25
Z000101997,복사초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,535876,2021-03-25
Z000102218,고양화정초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,535877,2021-03-25
Z000105773,부림초봉수분교장통학구역,0,48,720,9010000,경상남도교육청,9121000,경상남도의령교육지원청,2016-08-12,2020-01-21,534070,2021-03-25
Z000150582,부림초부림초봉수분교장공동통학구역,1,48,720,9010000,경상남도교육청,9121000,경상남도의령교육지원청,2016-08-12,2020-01-21,534071,2021-03-25
Z000104031,당진초통학구역,0,44,270,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2016-08-12,2020-12-16,534072,2021-03-25
Z000103787,송남초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2020-09-09,534073,2021-03-25
Z000103786,송곡초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2020-09-09,534074,2021-03-25
Z000151011,금암초제한적공동(일방)통학구역,1,44,250,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534075,2021-03-25
Z000101453,유안초통학구역,0,29,155,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2020-11-30,534076,2021-03-25
Z000102451,한별초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2020-11-30,534077,2021-03-25
Z000102456,화접초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2020-11-30,534078,2021-03-25
Z000102444,천마초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2020-11-30,534079,2021-03-25
Z000100526,서울미아초통학구역,0,11,290,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2016-08-12,2020-12-09,534013,2021-03-25
Z000100034,서울청량초통학구역,0,11,230,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2020-12-10,534014,2021-03-25
Z000101473,하남초통학구역,0,29,200,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2021-01-19,534017,2021-03-25
Z000101423,산정초통학구역,0,29,200,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2021-01-19,534018,2021-03-25
Z000101460,조봉초통학구역,0,29,155,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2021-01-19,534019,2021-03-25
Z000101419,불로초통학구역,0,29,155,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2021-01-19,534020,2021-03-25
Z000102817,남곡초통학구역,0,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2018-11-22,534021,2021-03-25
Z000101799,영통초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2020-09-07,534022,2021-03-25
Z000101831,황곡초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2020-09-07,534023,2021-03-25
Z000150103,영덕초황곡초공동통학구역,1,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2020-09-08,534024,2021-03-25
Z000101796,영덕초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2020-09-08,534025,2021-03-25
Z000102290,군문초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2020-09-08,534026,2021-03-25
Z000102335,평택초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2020-09-08,534027,2021-03-25
Z000102318,종덕초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2020-09-08,534028,2021-03-25
Z000102300,서정리초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2020-09-08,534029,2021-03-25
Z000151002,논산동성초제한적공동(일방)통학구역,1,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534030,2021-03-25
Z000151003,논산중앙초제한적공동(일방)통학구역,1,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534031,2021-03-25
Z000151004,논산내동초제한적공동(일방)통학구역,1,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534032,2021-03-25
Z000100187,서울선곡초통학구역,0,11,350,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2016-08-12,2020-12-10,534033,2021-03-25
Z000103676,천안봉서초통학구역,0,44,131,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2020-12-10,534034,2021-03-25
Z000105713,밀성초통학구역,0,48,270,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2016-08-12,2020-12-10,534035,2021-03-25
Z000103082,옥계초금진분교장통학구역,0,42,150,7800000,강원도교육청,7831000,강원도강릉교육지원청,2016-08-12,2020-01-21,534036,2021-03-25
Z000103152,상평초오색분교장통학구역,0,42,830,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2016-08-12,2020-01-21,534037,2021-03-25
Z000103342,서화초서성분교장통학구역,0,42,810,7800000,강원도교육청,7961000,강원도인제교육지원청,2016-08-12,2020-01-21,534038,2021-03-25
Z000106253,세아초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2019-09-09,2020-09-08,534039,2021-03-25
Z000102333,평택중앙초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2020-09-08,534040,2021-03-25
Z000102308,송탄초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2020-09-08,534041,2021-03-25
Z000102665,미사중앙초통학구역,0,41,450,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2020-09-08,534042,2021-03-25
Z000106125,청아초통학구역,0,41,450,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2017-02-07,2020-09-08,534043,2021-03-25
Z000106272,평택모산초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2020-01-14,2020-09-08,534044,2021-03-25
Z000102294,동삭초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2020-09-08,534045,2021-03-25
Z000151007,두마초제한적공동(일방)통학구역,1,44,250,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534046,2021-03-25
Z000151008,엄사초제한적공동(일방)통학구역,1,44,250,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534047,2021-03-25
Z000151005,강경황산초제한적공동(일방)통학구역,1,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534048,2021-03-25
Z000151006,연무중앙초제한적공동(일방)통학구역,1,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534049,2021-03-25
Z000105716,부북초통학구역,0,48,270,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2016-08-12,2020-12-10,534050,2021-03-25
Z000103043,명륜초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2020-12-10,534051,2021-03-25
Z000150709,서화초서화초서성분교장공동통학구역,1,42,810,7800000,강원도교육청,7961000,강원도인제교육지원청,2018-10-11,2020-01-21,534052,2021-03-25
Z000103363,대진초명파분교장통학구역,0,42,820,7800000,강원도교육청,7971000,강원도고성교육지원청,2016-08-12,2020-01-21,534053,2021-03-25
Z000103580,진천상산초통학구역,0,43,750,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2016-08-12,2020-09-08,534054,2021-03-25
Z000106098,소담초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2020-09-08,534055,2021-03-25
Z000106088,금남초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2019-05-14,2020-09-08,534056,2021-03-25
Z000106120,참샘초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2020-09-08,534057,2021-03-25
Z000150405,문상초진천상산초공동통학구역,1,43,750,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2016-08-12,2020-09-08,534058,2021-03-25
