"('Year', 'Year', 'Year')","('sigName', 'sigName', 'sigName')","('세대', '세대', '세대')","('인구', '합계', '계')","('인구', '합계', '남자')","('인구', '합계', '여자')","('인구', '한국인', '계')","('인구', '한국인', '남자')","('인구', '한국인', '여자')","('인구', '등록외국인', '계')","('인구', '등록외국인', '남자')","('인구', '등록외국인', '여자')","('인구밀도', '인구밀도', '인구밀도(명/㎢)')","('인구밀도', '인구밀도', '면적(㎢)')","('세대당인구', '세대당인구', '세대당인구')","('65세이상고령자', '65세이상고령자', '65세이상고령자')"
2000,합계,"3,540,492","10,373,234","5,198,186","5,175,048","10,311,314","5,166,605","5,144,709","61,920","31,581","30,339","17,132",605.5,2.91,"558,566"
2000,종로구,"69,935","188,946","94,923","94,023","186,378","93,549","92,829","2,568","1,374","1,194","7,902",23.91,2.67,"14,489"
2000,중구,"53,964","144,074","72,353","71,721","141,010","70,538","70,472","3,064","1,815","1,249","14,465",9.96,2.61,"10,624"
2000,용산구,"90,547","248,794","123,677","125,117","240,087","118,935","121,152","8,707","4,742","3,965","11,376",21.87,2.65,"18,103"
2000,성동구,"119,842","342,508","173,244","169,264","340,790","172,246","168,544","1,718",998,720,"20,339",16.84,2.84,"19,155"
2000,광진구,"137,934","393,055","197,922","195,133","391,309","197,061","194,248","1,746",861,885,"23,053",17.05,2.84,"18,061"
2000,동대문구,"136,644","382,122","193,672","188,450","380,444","192,896","187,548","1,678",776,902,"26,872",14.22,2.78,"23,491"
2000,중랑구,"153,386","459,255","231,171","228,084","458,440","230,852","227,588",815,319,496,"24,811",18.51,2.99,"22,469"
2000,성북구,"159,916","463,488","233,027","230,461","460,862","231,749","229,113","2,626","1,278","1,348","18,864",24.57,2.88,"29,470"
2000,강북구,"117,886","352,772","176,167","176,605","351,995","175,860","176,135",777,307,470,"14,942",23.61,2.99,"20,564"
2000,도봉구,"118,807","371,932","186,372","185,560","370,976","186,009","184,967",956,363,593,"17,873",20.81,3.12,"19,673"
2000,노원구,"201,204","634,068","314,064","320,004","632,634","313,369","319,265","1,434",695,739,"17,901",35.42,3.14,"34,789"
2000,은평구,"158,856","470,747","234,001","236,746","469,417","233,400","236,017","1,330",601,729,"15,839",29.72,2.95,"27,282"
2000,서대문구,"131,473","373,105","185,049","188,056","367,380","182,202","185,178","5,725","2,847","2,878","21,199",17.6,2.79,"23,621"
2000,마포구,"141,862","390,101","193,446","196,655","387,308","192,008","195,300","2,793","1,438","1,355","16,336",23.88,2.73,"24,137"
2000,양천구,"155,521","488,282","246,010","242,272","486,781","245,288","241,493","1,501",722,779,"28,062",17.4,3.13,"23,155"
2000,강서구,"173,789","522,962","260,121","262,841","521,231","259,235","261,996","1,731",886,845,"12,635",41.39,3,"26,882"
2000,구로구,"135,896","404,786","206,330","198,456","403,097","205,510","197,587","1,689",820,869,"20,129",20.11,2.97,"18,728"
2000,금천구,"91,827","268,768","137,672","131,096","266,431","136,559","129,872","2,337","1,113","1,224","20,674",13,2.9,"12,020"
2000,영등포구,"143,085","409,399","207,962","201,437","406,510","206,354","200,156","2,889","1,608","1,281","16,663",24.57,2.84,"21,765"
2000,동작구,"144,888","417,396","209,958","207,438","415,892","209,248","206,644","1,504",710,794,"25,529",16.35,2.87,"24,057"
2000,관악구,"186,734","525,926","267,989","257,937","524,404","267,272","257,132","1,522",717,805,"17,786",29.57,2.81,"25,208"
2000,서초구,"137,997","401,858","198,026","203,832","397,869","195,942","201,927","3,989","2,084","1,905","8,525",47.14,2.88,"20,130"
2000,강남구,"193,101","555,493","273,122","282,371","550,343","270,296","280,047","5,150","2,826","2,324","14,045",39.55,2.85,"26,987"
2000,송파구,"222,053","665,644","330,881","334,763","663,177","329,686","333,491","2,467","1,195","1,272","19,653",33.87,2.99,"30,709"
2000,강동구,"163,345","497,753","251,027","246,726","496,549","250,541","246,008","1,204",486,718,"20,250",24.58,3.04,"22,997"
