Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
Year,sigName,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수
1995,광진구,300,"2,365",3,880,3,175,149,410,-,-,92,-,-,-,52,-,-,-,-,-,1,900,,,,,,,,,,
1996,광진구,297,"2,413",3,880,3,175,138,398,-,-,98,-,-,-,54,-,-,-,-,-,1,960,,,,,,,,,,
1997,광진구,301,"2,625",3,955,3,175,136,505,-,-,100,-,-,-,58,30,-,-,-,-,1,960,,,,,,,,,,
1998,광진구,317,"2,611",3,885,3,175,148,561,-,-,102,-,-,-,60,30,-,-,-,-,1,960,,,,,,,,,,
1999,광진구,319,"2,620",3,865,3,175,149,561,-,-,104,-,-,-,59,59,-,-,-,-,1,960,,,,,,,,,,
2000,광진구,322,"2,174",3,935,3,220,147,-,-,-,109,-,-,-,59,59,-,-,-,-,1,960,,,,,,,,,,
2001,광진구,345,"2,835",3,994,3,140,163,682,-,-,114,-,-,-,61,59,-,-,-,-,1,960,,,,,,,,,,
2002,광진구,383,"2,518",2,538,3,142,190,769,-,-,118,-,-,-,69,109,-,-,-,-,1,960,,,,,,,,,,
2003,광진구,392,"2,593",2,583,3,153,188,847,-,-,118,-,-,-,80,50,-,-,-,-,1,960,,,,,,,,,,
2004,광진구,398,"2,594",2,583,3,153,191,848,-,-,120,-,-,-,1,50,80,-,-,-,1,960,,,,,,,,,,
2005,광진구,416,"2,797",2,907,2,114,203,727,1,39,123,-,-,-,1,50,83,-,-,-,1,960,,,,,,,,,,
2006,광진구,434,"3,103",2,"1,061",2,114,218,858,1,60,1,-,122,-,1,50,86,-,-,-,1,960,,,,,,,,,,
2007,광진구,453,"3,168",2,"1,105",2,130,224,806,2,117,1,-,123,-,1,50,97,-,-,-,1,960,,,,,,,,,,
2008,광진구,469,"3,190",2,"1,107",2,130,231,877,1,66,2,-,124,-,1,50,105,-,-,-,1,960,,,,,,,,,,
2009,광진구,481,"3,079",2,"1,107",2,130,235,794,1,88,2,-,130,-,-,-,108,-,-,-,1,960,,,,,,,,,,
2010,광진구,501,"3,293",2,"1,178",2,150,242,865,1,88,2,-,138,-,1,52,112,-,,,,,-,-,-,-,-,-,1,960,-,-
2011,광진구,507,"3,253",2,"1,173",3,161,246,871,1,88,2,-,142,-,-,-,110,-,,,,,-,-,-,-,-,-,1,960,-,-
2012,광진구,512,"3,276",2,"1,173",4,161,247,868,1,88,2,-,140,-,-,-,115,26,,,,,-,-,-,-,-,-,1,960,-,-
2013,광진구,523,"2,643",2,"1,143",4,218,253,833,1,88,2,-,144,-,-,-,116,26,,,,,-,-,-,-,-,-,1,335,-,-
2014,광진구,528,"2,579",2,"1,115",4,224,252,803,1,76,2,-,150,-,-,-,116,26,,,,,-,-,-,-,-,-,1,335,-,-
2015,광진구,539,"2,432",2,"1,109",3,188,261,779,1,76,2,-,151,-,-,-,118,26,,,,,-,-,-,-,-,-,1,254,-,-
2016,광진구,539,"2,310",2,"1,093",3,188,260,681,1,76,2,-,152,-,-,-,118,36,,,,,-,-,-,-,-,-,1,236,-,-
2017,광진구,543,"2,278",2,"1,087",3,179,261,547,2,229,2,-,151,-,-,-,121,36,,,,,-,-,-,-,-,-,1,200,-,-
2018,광진구,553,"2,322",2,"1,097",5,438,269,519,2,234,2,-,152,-,-,-,121,34,,,,,-,-,-,-,-,-,-,-,-,-
2019,광진구,552,"2,699",2,"1,099",5,438,268,552,3,576,2,-,154,-,-,-,118,34,,,,,-,-,-,-,-,-,-,-,-,-
