Year,sigName,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분,구분
Year,sigName,용도지역총합계,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,주거지역,상업지역,상업지역,상업지역,상업지역,상업지역,공업지역,공업지역,녹지지역,녹지지역,녹지지역,녹지지역,주거지역,주거지역,주거지역
Year,sigName,용도지역총합계,소계,전용주거지역,전용주거지역,전용주거지역,일반주거지역,일반주거지역,일반주거지역,일반주거지역,준주거지역,소계,일반,근린,유통,중심,소계,준공업,소계,보전,생산,자연,전용주거지역,일반주거지역,일반주거지역
Year,sigName,용도지역총합계,소계,전용주거지역 소계,제1종전용,제2종전용,일반주거지역 소계,제1종일반,제2종일반,제3종일반,준주거지역,소계,일반,근린,유통,중심,소계,준공업,소계,보전,생산,자연,전용주거지역 계,일반주거지역 계,제2종일반(7층이하)
2003,서울시,"605,958,000","302,262,270","4,596,763","4,596,763",-,"288,211,128","63,956,962","141,124,432","83,129,734","9,454,379","23,925,789","22,171,921","743,199","1,010,669",-,"27,939,540","27,939,540","251,830,400","70,000","3,294,045","248,466,355",,,
2003,종로구,"23,910,000","8,844,541","1,860,000","1,860,000",-,"6,847,421","3,528,432","2,610,006","708,983","137,120","3,730,000","3,730,000",-,-,-,-,-,"11,335,459",-,-,"11,335,459",,,
2003,중구,"9,970,000","6,340,000",-,-,-,"6,057,388","2,744,088","2,121,175","1,192,125","282,612","3,630,000","3,630,000",-,-,-,-,-,-,-,-,-,,,
2003,용산구,"21,870,000","11,379,980","350,000","350,000",-,"10,733,857","4,108,440","4,233,182","2,392,236","296,123","1,480,020","1,400,020",-,"80,000",-,-,-,"9,010,000","70,000",-,"8,940,000",,,
2003,성동구,"16,840,000","8,926,661",-,-,-,"8,482,686","1,988,234","4,766,792","1,727,660","443,975","117,091","107,091",-,"10,000",-,"3,220,000","3,220,000","4,576,248",-,"56,248","4,520,000",,,
2003,광진구,"17,050,000","11,351,107","45,589","45,589",-,"10,475,706","2,335,046","5,811,664","2,328,995","829,812","178,894","178,894",-,-,-,"40,000","40,000","5,480,000",-,-,"5,480,000",,,
2003,동대문구,"14,220,000","13,165,165",-,-,-,"12,815,165","2,936,509","6,157,250","3,721,406","350,000","934,835","856,648","60,000","18,187",-,-,-,"120,000",-,-,"120,000",,,
2003,중랑구,"18,530,000","10,309,925",-,-,-,"9,840,925","1,089,855","5,844,702","2,906,368","469,000","190,000","110,000","80,000",-,-,"20,000","20,000","8,010,075",-,-,"8,010,075",,,
2003,성북구,"24,550,000","16,892,641","930,000","930,000",-,"15,458,981","4,781,962","6,718,177","3,958,842","503,660","902,770","840,000","62,770",-,-,-,-,"6,754,590",-,-,"6,754,590",,,
2003,강북구,"23,580,000","9,070,000",-,-,-,"8,661,680","2,455,800","4,277,891","1,927,989","408,320","320,000","320,000",-,-,-,-,-,"14,190,000",-,-,"14,190,000",,,
2003,도봉구,"20,850,000","9,846,905",-,-,-,"9,579,905","2,267,524","4,247,566","3,064,814","267,000","327,000","300,000","27,000",-,-,"1,848,000","1,848,000","8,828,095",-,-,"8,828,095",,,
